種類,関数名,サンプル数 (子を含む),サンプル数 (関数のみ),サンプル % (子を含む),サンプル % (関数のみ),ソース ファイル,関数行番号,モジュール名,モジュール パス,関数アドレス,ルート関数名,プロセス名,プロセス ID,
"Callee","ChoosePixelFormatARB",1,0,0.03,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\wincommon\sdl_wingl.c",115,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D27ECB0,"_WIN_GL_SetupWindow","mic.exe",4144,
"Root","_WIN_GL_SwapBuffers",3,0,0.10,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\wincommon\sdl_wingl.c",572,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D27F620,"_WIN_GL_SwapBuffers","mic.exe",4144,
"Caller","_SDL_GL_SwapBuffers",3,0,0.10,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\sdl_video.c",1532,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D27AF30,"_WIN_GL_SwapBuffers","mic.exe",4144,
"Callee","_SwapBuffers@4",3,0,0.10,0.00,"",0,"GDI32.dll","C:\Windows\syswow64\GDI32.dll",0x761059FB,"_WIN_GL_SwapBuffers","mic.exe",4144,
"Root","_WinMessage@16",2,0,0.07,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\wincommon\sdl_sysevents.c",252,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D273BE0,"_WinMessage@16","mic.exe",4144,
"Caller","_InternalCallWinProc@20",2,0,0.07,0.00,"",0,"USER32.dll","C:\Windows\syswow64\USER32.dll",0x76FF62D7,"_WinMessage@16","mic.exe",4144,
"Callee","_DIB_HandleMessage",2,0,0.07,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\windib\sdl_dibevents.c",133,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D24D820,"_WinMessage@16","mic.exe",4144,
"Root","aqua::AudioCapture<float>::init(int)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\audiocapture.hpp",81,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CE280,"aqua::AudioCapture<float>::init(int)","mic.exe",4144,
"Caller","_SDL_main",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\main.cpp",23,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CBC10,"aqua::AudioCapture<float>::init(int)","mic.exe",4144,
"Callee","[portaudio_x86.dll]",1,0,0.03,0.00,"<不明>",0,"portaudio_x86.dll","D:\PATH\portaudio_x86.dll",0x6F260000,"aqua::AudioCapture<float>::init(int)","mic.exe",4144,
"Root","aqua::FFTAnalyzer::analyze(void)",2,1,0.07,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftanalyzer.hpp",63,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC110,"aqua::FFTAnalyzer::analyze(void)","mic.exe",4144,
"Caller","_SDL_main",2,1,0.07,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\main.cpp",23,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CBC10,"aqua::FFTAnalyzer::analyze(void)","mic.exe",4144,
"Callee","aqua::SoundBuffer<float>::read(float *,int)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\soundbuffer.hpp",75,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CCE10,"aqua::FFTAnalyzer::analyze(void)","mic.exe",4144,
"Root","aqua::FFTAnalyzer::getFreqSize(void)",766,766,24.92,24.92,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftanalyzer.hpp",89,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC460,"aqua::FFTAnalyzer::getFreqSize(void)","mic.exe",4144,
"Caller","aqua::FFTViewer::render(int,int,int,int)",766,766,24.92,24.92,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftviewer.h",42,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC2A0,"aqua::FFTAnalyzer::getFreqSize(void)","mic.exe",4144,
"Root","aqua::FFTAnalyzer::getPowerSpectrum(int)",1285,1285,41.80,41.80,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftanalyzer.hpp",81,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC3F0,"aqua::FFTAnalyzer::getPowerSpectrum(int)","mic.exe",4144,
"Caller","aqua::FFTViewer::render(int,int,int,int)",1285,1285,41.80,41.80,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftviewer.h",42,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC2A0,"aqua::FFTAnalyzer::getPowerSpectrum(int)","mic.exe",4144,
"Root","aqua::FFTViewer::render(int,int,int,int)",2947,529,95.87,17.21,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftviewer.h",42,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC2A0,"aqua::FFTViewer::render(int,int,int,int)","mic.exe",4144,
"Caller","_SDL_main",2947,529,95.87,17.21,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\main.cpp",23,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CBC10,"aqua::FFTViewer::render(int,int,int,int)","mic.exe",4144,
"Callee","[ig7icd32.dll]",339,294,11.03,9.56,"<不明>",0,"ig7icd32.dll","C:\Windows\system32\ig7icd32.dll",0x0F650000,"aqua::FFTViewer::render(int,int,int,int)","mic.exe",4144,
"Callee","_glColor4f@16",9,9,0.29,0.29,"",0,"OPENGL32.dll","C:\Windows\system32\OPENGL32.dll",0x6C9D197C,"aqua::FFTViewer::render(int,int,int,int)","mic.exe",4144,
"Callee","_glVertex2f@8",19,19,0.62,0.62,"",0,"OPENGL32.dll","C:\Windows\system32\OPENGL32.dll",0x6C9D1CA0,"aqua::FFTViewer::render(int,int,int,int)","mic.exe",4144,
"Callee","aqua::FFTAnalyzer::getFreqSize(void)",766,766,24.92,24.92,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftanalyzer.hpp",89,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC460,"aqua::FFTViewer::render(int,int,int,int)","mic.exe",4144,
"Callee","aqua::FFTAnalyzer::getPowerSpectrum(int)",1285,1285,41.80,41.80,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftanalyzer.hpp",81,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC3F0,"aqua::FFTViewer::render(int,int,int,int)","mic.exe",4144,
"Root","aqua::recordStream(void const *,void *,unsigned long,struct PaStreamCallbackTimeInfo const *,unsigned long,void *)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\audiocapture.cpp",24,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1000,"aqua::recordStream(void const *,void *,unsigned long,struct PaStreamCallbackTimeInfo const *,unsigned long,void *)","mic.exe",4144,
"Caller","[portaudio_x86.dll]",2,0,0.07,0.00,"<不明>",0,"portaudio_x86.dll","D:\PATH\portaudio_x86.dll",0x6F260000,"aqua::recordStream(void const *,void *,unsigned long,struct PaStreamCallbackTimeInfo const *,unsigned long,void *)","mic.exe",4144,
"Callee","aqua::SoundBuffer<float>::write(float *,int)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\soundbuffer.hpp",53,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1050,"aqua::recordStream(void const *,void *,unsigned long,struct PaStreamCallbackTimeInfo const *,unsigned long,void *)","mic.exe",4144,
"Root","aqua::SDLW::init(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\render\sdlw.hpp",63,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CB8A0,"aqua::SDLW::init(void)","mic.exe",4144,
"Caller","_SDL_main",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\main.cpp",23,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CBC10,"aqua::SDLW::init(void)","mic.exe",4144,
"Callee","_SDL_SetVideoMode",1,0,0.03,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\video\sdl_video.c",584,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D278010,"aqua::SDLW::init(void)","mic.exe",4144,
"Root","aqua::SDLW::processEvent(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\render\sdlw.hpp",115,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CBB60,"aqua::SDLW::processEvent(void)","mic.exe",4144,
"Caller","_SDL_main",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\main.cpp",23,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CBC10,"aqua::SDLW::processEvent(void)","mic.exe",4144,
"Callee","_SDL_PollEvent",1,0,0.03,0.00,"c:\users\takana\desktop\sdl-1.2.15\src\events\sdl_events.c",394,"SDL.dll","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\SDL.dll",0x6D25BB80,"aqua::SDLW::processEvent(void)","mic.exe",4144,
"Root","aqua::SoundBuffer<float>::read(float *,int)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\soundbuffer.hpp",75,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CCE10,"aqua::SoundBuffer<float>::read(float *,int)","mic.exe",4144,
"Caller","aqua::FFTAnalyzer::analyze(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\fftanalyzer.hpp",63,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CC110,"aqua::SoundBuffer<float>::read(float *,int)","mic.exe",4144,
"Callee","boost::shared_lock<class boost::shared_mutex>::shared_lock<class boost::shared_mutex>(class boost::shared_mutex &)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",517,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD070,"aqua::SoundBuffer<float>::read(float *,int)","mic.exe",4144,
"Root","aqua::SoundBuffer<float>::write(float *,int)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\soundbuffer.hpp",53,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1050,"aqua::SoundBuffer<float>::write(float *,int)","mic.exe",4144,
"Caller","aqua::recordStream(void const *,void *,unsigned long,struct PaStreamCallbackTimeInfo const *,unsigned long,void *)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\mic\audiocapture.cpp",24,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1000,"aqua::SoundBuffer<float>::write(float *,int)","mic.exe",4144,
"Callee","boost::unique_lock<class boost::shared_mutex>::~unique_lock<class boost::shared_mutex>(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",326,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1200,"aqua::SoundBuffer<float>::write(float *,int)","mic.exe",4144,
"Callee","boost::unique_lock<class boost::shared_mutex>::unique_lock<class boost::shared_mutex>(class boost::shared_mutex &)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\lock_types.hpp",123,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C11A0,"aqua::SoundBuffer<float>::write(float *,int)","mic.exe",4144,
"Root","boost::date_time::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >(enum boost::date_time::special_values)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time.hpp",66,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C2620,"boost::date_time::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >(enum boost::date_time::special_values)","mic.exe",4144,
"Caller","boost::posix_time::ptime::ptime(enum boost::date_time::special_values)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\posix_time\ptime.hpp",50,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1DD0,"boost::date_time::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >(enum boost::date_time::special_values)","mic.exe",4144,
"Callee","boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(enum boost::date_time::special_values)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_system_counted.hpp",142,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C2F10,"boost::date_time::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >(enum boost::date_time::special_values)","mic.exe",4144,
"Root","boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>(class boost::gregorian::date const &,class boost::posix_time::time_duration const &)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_system_counted.hpp",36,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C5880,"boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>(class boost::gregorian::date const &,class boost::posix_time::time_duration const &)","mic.exe",4144,
"Caller","boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_system_counted.hpp",142,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C2F10,"boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>(class boost::gregorian::date const &,class boost::posix_time::time_duration const &)","mic.exe",4144,
"Callee","boost::date_time::int_adapter<__int64>::operator+<unsigned int>(class boost::date_time::int_adapter<unsigned int> const &)const ",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\int_adapter.hpp",206,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C7480,"boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>(class boost::gregorian::date const &,class boost::posix_time::time_duration const &)","mic.exe",4144,
"Root","boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(enum boost::date_time::special_values)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_system_counted.hpp",142,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C2F10,"boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(enum boost::date_time::special_values)","mic.exe",4144,
"Caller","boost::date_time::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >::base_time<class boost::posix_time::ptime,class boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> > >(enum boost::date_time::special_values)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time.hpp",66,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C2620,"boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(enum boost::date_time::special_values)","mic.exe",4144,
"Callee","boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>(class boost::gregorian::date const &,class boost::posix_time::time_duration const &)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_system_counted.hpp",36,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C5880,"boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(enum boost::date_time::special_values)","mic.exe",4144,
"Callee","boost::posix_time::time_duration::time_duration(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\posix_time\posix_time_config.hpp",81,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3770,"boost::date_time::counted_time_system<struct boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config> >::get_time_rep(enum boost::date_time::special_values)","mic.exe",4144,
"Root","boost::date_time::int_adapter<__int64>::from_special(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\int_adapter.hpp",71,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3C20,"boost::date_time::int_adapter<__int64>::from_special(enum boost::date_time::special_values)","mic.exe",4144,
"Caller","boost::date_time::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_duration.hpp",69,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3B90,"boost::date_time::int_adapter<__int64>::from_special(enum boost::date_time::special_values)","mic.exe",4144,
"Callee","boost::date_time::int_adapter<__int64>::pos_infinity(void)",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\int_adapter.hpp",51,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C4C30,"boost::date_time::int_adapter<__int64>::from_special(enum boost::date_time::special_values)","mic.exe",4144,
"Root","boost::date_time::int_adapter<__int64>::operator+<unsigned int>(class boost::date_time::int_adapter<unsigned int> const &)const ",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\int_adapter.hpp",206,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C7480,"boost::date_time::int_adapter<__int64>::operator+<unsigned int>(class boost::date_time::int_adapter<unsigned int> const &)const ","mic.exe",4144,
"Caller","boost::date_time::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>::counted_time_rep<class boost::posix_time::millisec_posix_time_system_config>(class boost::gregorian::date const &,class boost::posix_time::time_duration const &)",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_system_counted.hpp",36,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C5880,"boost::date_time::int_adapter<__int64>::operator+<unsigned int>(class boost::date_time::int_adapter<unsigned int> const &)const ","mic.exe",4144,
"Root","boost::date_time::int_adapter<__int64>::pos_infinity(void)",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\int_adapter.hpp",51,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C4C30,"boost::date_time::int_adapter<__int64>::pos_infinity(void)","mic.exe",4144,
"Caller","boost::date_time::int_adapter<__int64>::from_special(enum boost::date_time::special_values)",1,1,0.03,0.03,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\int_adapter.hpp",71,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3C20,"boost::date_time::int_adapter<__int64>::pos_infinity(void)","mic.exe",4144,
"Root","boost::date_time::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\time_duration.hpp",69,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3B90,"boost::date_time::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >(enum boost::date_time::special_values)","mic.exe",4144,
"Caller","boost::posix_time::time_duration::time_duration(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\posix_time\posix_time_config.hpp",81,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3770,"boost::date_time::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >(enum boost::date_time::special_values)","mic.exe",4144,
"Callee","boost::date_time::int_adapter<__int64>::from_special(enum boost::date_time::special_values)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\int_adapter.hpp",71,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C3C20,"boost::date_time::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >::time_duration<class boost::posix_time::time_duration,class boost::date_time::time_resolution_traits<struct boost::date_time::time_resolution_traits_adapted64_impl,5,1000000,6,int> >(enum boost::date_time::special_values)","mic.exe",4144,
"Root","boost::detail::get_system_time_sentinel(void)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\thread_time.hpp",31,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1D90,"boost::detail::get_system_time_sentinel(void)","mic.exe",4144,
"Caller","boost::shared_mutex::lock(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",381,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1D10,"boost::detail::get_system_time_sentinel(void)","mic.exe",4144,
"Caller","boost::shared_mutex::lock_shared(void)",1,0,0.03,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\thread\win32\shared_mutex.hpp",135,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013CD430,"boost::detail::get_system_time_sentinel(void)","mic.exe",4144,
"Callee","boost::posix_time::ptime::ptime(enum boost::date_time::special_values)",2,0,0.07,0.00,"c:\users\takana\documents\visual studio 2010\projects\auditorysceneanalysis\include\boost\date_time\posix_time\ptime.hpp",50,"mic.exe","C:\Users\takana\Documents\visual studio 2010\Projects\AuditorySceneAnalysis\Debug\mic.exe",0x013C1DD0,"boost::detail::get_system_time_sentinel(void)","mic.exe",4144,
